from_id;to_id;walk_t;walk_d;bike_s_t;bike_f_t;bike_d;pt_r_tt;pt_r_t;pt_r_d;pt_m_tt;pt_m_t;pt_m_d;car_r_t;car_r_d;car_m_t;car_m_d;car_sl_t
5814268;5975375;367;25699;115;73;25932;59;48;33962;63;58;33962;55;31329;48;30847;29
5816065;5975375;442;30915;130;82;31237;106;86;30989;118;89;30989;68;37204;58;36258;35
5816068;5975375;431;30204;124;78;30304;90;79;30278;118;79;30278;67;36512;57;35566;35
5816069;5975375;435;30416;125;79;30033;102;79;30490;118;82;30490;67;35831;58;35857;35
5816070;5975375;421;29495;125;79;29966;80;66;29468;106;67;29468;67;35826;58;35853;35
5816071;5975375;421;29490;125;79;30059;80;67;29523;106;68;29523;68;35670;58;35697;35
5816072;5975375;423;29582;120;76;29030;82;68;29616;106;69;29616;68;34843;58;34869;35
5816073;5975375;408;28552;120;76;29030;86;73;29908;106;74;29908;68;34707;58;34733;35
5816074;5975375;403;28194;117;74;28502;104;86;30880;118;87;30880;67;34365;58;34391;34
5816075;5975375;418;29240;120;76;29666;141;121;33435;148;124;33435;68;34509;59;34535;36
5816099;5975375;378;26428;109;69;26390;75;59;25411;69;54;25411;54;26121;48;26158;27
5816100;5975375;362;25360;108;69;25970;66;51;24850;60;46;24850;52;25204;46;25241;26
5816101;5975375;361;25276;108;69;25970;72;56;25241;65;51;25241;51;25232;46;25269;26
5816102;5975375;361;25270;106;67;25361;72;57;24270;65;52;24270;52;24742;46;24779;26
5816103;5975375;360;25203;106;67;25361;73;60;24239;86;61;24348;52;25303;46;25340;26
5816104;5975375;356;24933;105;66;24987;68;57;23970;73;57;24096;51;25052;46;25089;25
5816105;5975375;356;24944;105;66;24987;69;57;23981;73;57;24107;50;24533;45;24570;24
5816106;5975375;359;25147;107;68;25405;72;60;24183;86;61;24292;52;25138;46;25175;26
5816107;5975375;364;25489;107;68;25405;77;65;24526;86;66;24635;53;25527;47;25565;26
5816108;5975375;367;25689;107;68;25406;92;85;25743;96;81;25726;53;25636;47;25673;27
5816109;5975375;364;25494;107;68;25406;88;82;25548;96;78;25531;55;26428;49;26465;28
5816110;5975375;367;25723;107;68;25401;93;86;28973;96;82;25760;54;26668;49;26706;27
5816111;5975375;368;25750;109;69;25397;100;82;28700;98;89;26875;55;27135;49;27173;28
5816112;5975375;366;25630;109;69;25397;104;80;28581;105;87;26755;57;27528;51;27566;29
5816113;5975375;361;25264;108;69;25186;80;60;26123;96;68;26123;58;27631;52;25892;29
5816114;5975375;357;24964;108;69;25186;77;57;25646;91;65;25646;58;27188;52;25449;29
5816115;5975375;353;24704;107;68;24821;77;58;25661;88;66;25661;58;26914;52;25175;29
5816116;5975375;353;24711;107;68;24849;77;58;25437;88;67;25437;58;27141;52;25402;29
5816117;5975375;357;24958;107;68;24849;82;61;25683;90;70;25683;58;27131;52;25392;29
5816118;5975375;356;24933;108;68;24993;92;78;25700;92;84;24866;58;26914;52;25175;29
5816119;5975375;357;24960;108;68;24993;92;78;25727;92;84;24893;58;27460;52;25721;29
5816120;5975375;378;26470;108;68;24993;112;95;26362;112;97;26362;58;28896;52;27157;29
5816121;5975375;376;26335;122;77;26248;110;93;26228;110;95;26228;61;28767;55;27028;32
5816122;5975375;371;25936;123;78;26271;100;88;25828;101;90;25828;61;28061;55;26322;32
5816123;5975375;370;25921;121;76;25988;100;87;25813;101;89;25813;61;28297;55;26558;32
5816124;5975375;371;25993;122;77;26289;103;88;25885;103;90;25885;62;28385;55;26646;32
5816125;5975375;400;28031;122;77;26289;137;119;46275;133;117;33387;62;30104;56;30104;33
5816126;5975375;398;27878;122;77;26289;132;116;46122;132;115;33235;62;29879;56;29879;33
5816127;5975375;392;27443;110;70;25392;124;110;45687;124;108;32800;60;29376;54;29376;32
5816152;5975375;347;24267;105;66;24710;71;62;25049;79;63;25147;51;27843;44;27882;26
5816153;5975375;357;25021;106;67;24883;76;59;26526;75;58;26526;51;28645;45;28684;26
5816154;5975375;354;24806;112;71;25524;69;56;26311;68;55;26311;56;28214;49;28252;29
5816155;5975375;356;24886;112;71;25524;71;57;26391;71;56;26391;56;28312;49;28349;29
5816156;5975375;383;26783;113;71;26761;84;72;26410;91;73;26508;53;29325;46;29364;27
5816157;5975375;382;26707;112;71;26577;81;70;26334;91;71;26432;53;29286;46;29325;27
5816158;5975375;369;25797;117;74;25950;77;69;37351;78;67;26528;57;31841;49;31880;30
5816159;5975375;368;25759;117;74;25950;77;68;37313;76;65;26141;57;31792;49;31831;30
5816160;5975375;368;25758;118;74;26235;77;68;37312;76;65;26140;55;31038;48;31077;29
5816161;5975375;373;26102;116;73;25895;81;71;26832;79;70;26484;55;31952;48;31991;29
5816162;5975375;365;25547;115;73;25677;64;55;25973;69;56;25973;56;31956;48;31995;29
5816163;5975375;365;25558;116;73;25814;64;52;35338;69;54;26314;56;31581;48;31620;29
5816164;5975375;366;25594;115;73;25716;62;49;35125;67;54;26295;56;31243;48;31282;29
5816165;5975375;365;25530;114;72;25616;61;50;34821;70;57;26526;55;31538;47;31577;29
5816166;5975375;363;25444;115;73;25734;61;51;34934;71;61;34553;55;31856;48;31895;29
5816167;5975375;362;25342;114;72;25618;60;48;33977;65;58;33977;54;31199;47;30718;28
5817963;5975375;446;31236;131;83;30954;106;91;31309;124;94;31309;78;37570;68;36624;43
5817964;5975375;442;30968;131;83;30954;106;87;31042;118;90;31042;68;37359;58;36412;36
5817965;5975375;440;30806;129;81;31048;106;84;30879;118;87;30879;68;36976;58;36029;35
5817966;5975375;436;30543;127;80;30903;106;81;30617;118;84;30617;68;36861;58;35915;35
5817967;5975375;424;29651;123;78;30168;86;72;29862;106;73;29862;66;36215;57;35116;34
5817968;5975375;423;29583;125;79;30033;80;67;29533;106;68;29533;67;35756;57;35782;35
5817969;5975375;419;29306;122;77;29652;79;63;29256;106;64;29256;67;35557;57;35583;34
5817970;5975375;418;29239;122;77;29399;79;63;29272;106;64;29272;67;35213;58;35239;35
5817971;5975375;410;28722;120;76;29030;80;67;29537;106;68;29537;68;34892;58;34918;35
5817972;5975375;405;28378;119;76;28877;86;72;29837;106;73;29837;67;34562;58;34588;34
5817973;5975375;401;28039;116;74;28393;104;84;30725;118;85;30725;67;34210;58;34236;34
5817974;5975375;399;27900;116;73;28275;103;82;30586;118;83;30586;67;34003;57;34029;34
5817975;5975375;392;27416;120;76;29666;104;84;30725;118;85;30725;66;33681;57;33707;34
5817976;5975375;390;27277;113;72;27591;104;89;32620;124;91;31110;66;33324;56;33350;33
5817977;5975375;388;27170;114;72;27696;103;88;32512;123;94;31366;66;33014;56;33041;33
5817997;5975375;378;26485;109;69;26259;77;59;25467;69;54;25467;54;26190;48;26227;27
5817998;5975375;379;26541;109;69;26390;77;60;25523;73;55;25523;54;26306;48;26344;27
5817999;5975375;361;25292;105;66;25196;68;51;24909;60;46;24909;51;25062;46;25100;26
5818000;5975375;356;24951;103;65;24795;64;53;25003;60;48;25003;51;24792;46;24829;25
5818001;5975375;356;24942;103;65;24795;64;52;23942;60;47;23942;51;24781;46;24818;25
5818002;5975375;356;24946;104;66;24810;69;56;23964;73;56;24090;51;25330;46;25367;25
5818003;5975375;353;24718;104;66;24810;67;53;23736;69;53;23863;51;24650;46;24688;25
5818004;5975375;353;24684;104;66;24707;67;53;23720;69;53;23847;50;24343;45;24380;24
5818005;5975375;356;24903;106;67;25269;68;56;23939;73;56;24066;55;26634;49;26672;28
5818006;5975375;364;25490;106;67;25269;84;74;24965;89;70;24947;53;25569;48;25606;27
5818007;5975375;360;25194;106;67;25124;86;76;25087;92;72;25070;53;25912;48;25949;27
5818008;5975375;365;25528;107;68;25401;88;85;28882;96;79;25566;54;26254;48;26292;27
5818009;5975375;367;25661;109;69;25560;91;81;28611;93;81;25719;55;26525;49;26563;28
5818010;5975375;364;25489;109;69;25397;95;78;28440;95;85;26614;55;26900;49;26938;28
5818011;5975375;363;25398;109;69;25397;103;77;28349;102;84;26523;56;27327;50;27365;28
5818012;5975375;363;25385;109;69;25440;103;77;28336;100;84;26510;57;27712;51;27750;29
5818013;5975375;355;24828;109;69;25440;83;64;25854;90;73;25854;57;27190;51;25451;29
5818014;5975375;351;24573;106;67;24583;80;60;25599;87;69;25599;57;26758;51;25019;28
5818015;5975375;349;24434;106;67;24585;77;57;25392;85;66;25392;57;26799;51;25060;28
5818016;5975375;358;25026;106;67;24571;82;62;25751;93;71;25751;58;26958;52;25219;29
5818017;5975375;352;24632;108;68;24993;89;74;25398;92;79;24565;58;26914;52;25176;29
5818018;5975375;352;24607;108;68;24993;89;73;25374;88;79;24540;58;26855;51;25116;29
5818019;5975375;378;26439;108;68;24993;112;95;26331;111;97;26331;58;27091;51;25352;29
5818020;5975375;375;26256;122;77;26248;110;92;26148;110;94;26148;61;27538;55;25799;32
5818021;5975375;371;25989;122;77;26248;103;88;25881;103;90;25881;61;27947;55;26208;32
5818022;5975375;366;25652;119;76;25738;97;84;25545;100;86;25545;61;28013;54;26274;32
5818023;5975375;369;25848;122;77;26289;100;86;25740;101;88;25740;61;28239;55;26500;32
5818024;5975375;373;26080;122;77;26289;105;90;25973;104;92;25973;62;30126;55;30126;32
5818025;5975375;364;25504;110;70;25343;85;69;29162;89;72;29162;60;26789;54;26789;31
5818026;5975375;363;25407;110;70;25392;85;68;29064;87;71;29064;60;26779;54;26784;31
5818027;5975375;394;27583;110;70;25428;127;112;45826;127;110;32939;60;29333;54;29333;31
5818052;5975375;347;24281;110;70;25340;67;54;26180;67;53;26180;56;28460;49;28499;29
5818053;5975375;350;24483;110;70;25299;65;51;25988;63;50;25988;56;28056;49;28093;29
5818054;5975375;353;24698;112;71;25524;69;54;26203;68;53;26203;56;28258;49;28296;29
5818055;5975375;386;27032;112;71;26713;88;75;26659;102;78;26659;53;29521;46;29560;27
5818056;5975375;386;27048;112;71;26713;88;75;26675;102;78;26675;53;29673;46;29712;27
5818057;5975375;367;25665;117;74;25950;77;67;37219;75;65;26395;57;31818;49;31857;30
5818058;5975375;364;25457;117;74;25950;73;64;37011;73;61;25839;57;31662;49;31701;30
5818059;5975375;363;25431;116;74;25834;73;63;36985;73;61;25813;56;31235;49;31274;30
5818060;5975375;364;25488;116;73;25852;73;64;37042;73;62;25870;57;31957;49;31996;30
5818061;5975375;361;25272;114;72;25573;61;51;35677;64;52;25697;55;31819;48;31858;29
5818062;5975375;363;25411;115;73;25552;63;54;35793;68;55;25944;55;31588;48;31627;29
5818063;5975375;360;25178;114;72;25354;65;56;35488;67;59;26668;56;31786;48;31825;29
5818064;5975375;363;25376;114;72;25618;61;50;34854;70;60;34474;54;31560;47;31599;28
5818065;5975375;359;25129;113;71;25301;58;47;34475;66;57;34475;54;31847;47;30268;28
5818066;5975375;362;25309;115;73;25573;57;51;34738;67;53;24677;53;29572;46;29566;28
5818067;5975375;365;25580;115;73;25565;60;56;25015;69;55;25015;52;29381;45;29374;27
5818068;5975375;367;25658;116;74;25820;65;55;24946;71;54;24946;52;29500;46;29493;28
5818069;5975375;370;25887;116;74;25820;67;58;25175;73;57;25175;52;-1;46;-1;28
5818070;5975375;403;28210;124;78;27949;77;66;34093;78;74;28466;-1;-1;-1;-1;-1
5818071;5975375;400;28023;124;79;27998;76;63;33906;77;71;28279;-1;-1;-1;-1;-1
5818072;5975375;391;27378;119;75;27060;78;62;26023;80;62;26023;46;28463;40;28457;24
5819860;5975375;447;31288;132;83;30997;106;91;31361;124;94;31361;69;37678;59;36732;36
5819861;5975375;432;30240;129;82;30594;106;82;30741;118;85;30741;68;35778;58;35659;36
5819862;5975375;429;30014;126;80;30300;102;79;30515;118;82;30515;67;35552;58;35434;35
5819863;5975375;424;29711;125;79;30150;90;78;30212;118;78;30212;67;35181;57;35062;35
5819864;5975375;421;29486;123;78;29921;87;74;29986;106;75;29986;67;34988;57;34870;34
5819865;5975375;419;29321;122;77;29750;80;66;29471;106;67;29471;66;35763;56;34727;34
5819866;5975375;419;29365;122;77;29758;80;64;29314;106;65;29314;67;35541;58;35568;35
5819867;5975375;416;29122;121;76;29679;79;63;29246;106;64;29246;67;35120;57;35146;35
5819868;5975375;421;29465;121;77;29795;80;66;29097;106;67;29097;68;35039;58;35065;35
5819869;5975375;405;28381;117;74;28546;93;78;30316;118;79;30316;67;34512;58;34538;34
5819870;5975375;400;28018;116;74;28393;90;78;30227;118;78;30227;67;34236;57;34262;34
5819871;5975375;398;27853;115;73;28151;96;81;30468;118;82;30468;66;34009;57;34036;34
5819872;5975375;398;27825;114;72;27696;104;84;30690;118;85;30690;66;33946;57;33972;34
5819873;5975375;390;27287;114;72;27696;104;89;32630;124;91;31108;66;33280;56;33306;33
5819874;5975375;383;26827;112;71;27347;103;85;32335;123;93;31293;65;33360;56;33387;33
5819875;5975375;400;28015;116;74;28327;126;103;32211;135;106;32211;66;33727;58;33753;34
5819876;5975375;401;28085;116;74;28365;126;104;32281;135;107;32281;65;32354;57;32380;34
5819893;5975375;383;26840;109;69;26259;79;64;25822;86;61;25805;54;26633;48;26670;27
5819894;5975375;384;26904;105;66;25196;79;65;25887;86;62;25870;54;26239;48;26277;27
5819895;5975375;362;25329;105;66;25196;73;59;24413;69;54;24413;52;26301;47;26338;26
5819896;5975375;359;25115;105;66;25196;71;56;24199;65;51;24199;52;24992;47;25029;26
5819897;5975375;356;24908;104;66;25009;64;53;23992;60;48;23992;52;24695;46;24732;26
5819898;5975375;354;24798;103;65;24795;62;50;23797;60;45;23797;51;24637;46;24674;25
5819899;5975375;352;24671;103;65;24523;62;48;23670;60;43;23670;51;24485;45;24522;25
5819900;5975375;355;24842;104;66;24810;68;55;23859;69;55;23986;51;24683;46;24720;25
5819901;5975375;348;24372;104;66;24707;61;55;23840;60;49;23543;49;24145;44;24183;24
5819902;5975375;356;24927;106;67;25269;68;56;23964;73;56;24090;55;26662;49;26699;28
5819903;5975375;358;25074;106;67;25269;88;78;24698;96;78;25518;54;26352;49;26389;28
5819904;5975375;356;24892;105;66;24859;87;75;24516;92;75;25301;54;26278;48;26315;27
5819905;5975375;360;25216;110;69;25847;88;80;24839;92;77;25443;55;26886;50;26923;28
5819906;5975375;367;25691;110;69;25847;95;81;28641;95;84;25949;55;26885;50;26923;28
5819907;5975375;362;25307;108;68;25118;97;76;28258;95;83;26432;55;26842;49;26879;28
5819908;5975375;359;25133;108;68;25118;99;73;28084;95;80;26258;55;27192;50;27229;28
5819909;5975375;360;25206;109;69;25131;102;74;28156;100;81;26330;57;27631;51;27668;29
5819910;5975375;355;24815;109;69;25131;83;64;25841;90;73;25841;57;27180;51;25441;29
5819911;5975375;352;24671;105;67;24278;82;61;25697;90;70;25697;57;26764;51;25025;29
5819912;5975375;345;24147;105;67;24278;74;57;24870;84;66;24870;57;26525;51;24786;28
5819913;5975375;347;24325;105;67;24278;78;60;25047;84;69;25047;57;26177;51;24438;28
5819914;5975375;352;24614;105;66;24082;89;73;25381;92;79;24547;57;26330;51;24591;28
5819915;5975375;347;24280;108;68;24993;81;69;25047;84;74;24213;57;26710;51;24971;29
5819916;5975375;350;24466;122;77;26248;84;71;25232;87;77;24399;58;26859;51;25120;29
5819917;5975375;363;25420;122;77;26248;92;80;25313;94;82;25313;60;27215;53;25476;31
5819918;5975375;361;25294;119;76;25738;89;78;25186;93;80;25186;60;27509;54;25770;32
5819919;5975375;365;25516;119;76;25738;93;82;25408;95;84;25408;60;27997;54;26258;32
5819920;5975375;370;25909;119;76;25738;100;87;25802;101;89;25802;61;26662;55;26662;32
5819921;5975375;365;25554;114;72;25581;85;70;29213;89;73;29213;60;26064;54;26064;31
5819922;5975375;362;25322;110;69;25292;85;66;28981;85;69;28981;60;26630;54;26630;31
5819923;5975375;359;25132;110;69;25257;78;64;28791;85;67;28791;59;26546;53;26546;31
5819924;5975375;360;25189;110;69;25284;83;64;28836;85;67;28836;59;26667;54;26667;31
5819949;5975375;344;24082;107;68;24134;76;64;26906;79;63;26906;52;28428;45;28467;27
5819950;5975375;351;24538;110;70;25345;67;52;26043;65;51;26043;56;27951;49;27988;29
5819951;5975375;353;24727;110;70;25223;66;51;25807;63;50;25807;55;27966;48;28003;28
5819952;5975375;355;24865;109;69;25031;69;54;25705;67;53;25705;55;27853;48;27891;28
5819953;5975375;358;25073;109;69;24923;75;58;25720;71;58;25720;54;29697;48;29736;28
5819954;5975375;361;25256;113;72;25414;73;65;37622;73;60;25340;56;28440;48;28478;29
5819955;5975375;358;25080;113;72;25415;68;57;25152;70;57;25152;57;31521;49;31560;30
5819956;5975375;359;25102;114;72;25460;65;59;36656;67;57;25832;56;31582;48;31621;29
5819957;5975375;358;25039;113;72;25329;63;56;25770;66;57;25770;56;31891;48;31930;29
5819958;5975375;356;24945;113;71;25218;60;52;36088;63;51;25417;55;32014;47;30121;29
5819959;5975375;359;25138;114;72;25316;68;62;24642;67;59;24642;55;29984;48;29875;29
5819960;5975375;355;24884;112;71;25048;65;57;24334;64;54;24334;54;30692;47;30210;28
5819961;5975375;356;24933;112;71;25161;61;56;34943;65;52;24203;53;30571;46;30089;28
5819962;5975375;354;24786;111;70;24919;59;50;34639;62;50;24056;53;30373;46;29891;28
5819963;5975375;360;25171;114;72;25301;57;50;24416;66;49;24416;52;29406;46;29400;28
5819964;5975375;360;25180;113;72;25312;59;48;24466;62;47;24466;51;29087;45;29080;27
5819965;5975375;362;25319;115;73;25531;61;50;24641;67;49;24641;51;29184;45;29177;27
5819966;5975375;365;25573;115;73;25656;64;54;24918;68;53;24918;52;29482;45;29476;27
5819967;5975375;368;25788;115;73;25656;65;56;25530;65;55;25530;49;28507;43;28501;26
5819968;5975375;385;26970;115;73;25999;75;56;25615;75;56;25615;46;28588;41;28581;24
5819969;5975375;382;26723;119;75;27060;71;53;25368;72;53;25368;52;28190;45;28183;27
5821755;5975375;464;32480;141;89;32903;181;150;32232;181;123;32652;72;38022;62;37970;39
5821756;5975375;441;30841;135;85;31433;106;91;31342;124;94;31342;70;36496;60;36378;37
5821757;5975375;435;30460;135;85;31433;106;86;30961;118;89;30961;70;35943;60;35824;37
5821758;5975375;437;30603;129;82;30594;106;88;31104;124;91;31104;68;35782;58;35664;36
5821759;5975375;425;29763;122;77;29816;90;79;30264;118;79;30264;66;35311;57;35193;34
5821760;5975375;421;29460;122;77;29816;87;73;29961;106;74;29961;66;34946;57;34827;34
5821761;5975375;415;29059;121;77;29529;82;70;29713;106;71;29713;65;34622;56;34503;34
5821762;5975375;421;29495;122;77;29910;80;67;29494;106;68;29494;67;35599;58;35626;35
5821763;5975375;415;29033;120;76;29449;76;61;28648;106;61;28648;67;35762;57;34472;35
5821764;5975375;419;29358;121;76;29559;80;64;28991;106;65;28991;68;36215;58;34834;35
5821765;5975375;408;28538;122;77;29714;99;79;30474;118;82;30474;68;34679;58;34706;35
5821766;5975375;404;28287;116;74;28402;100;79;30497;118;82;30497;68;34261;58;34287;35
5821767;5975375;405;28368;118;75;28841;105;80;30578;118;83;30578;68;34733;58;34759;35
5821768;5975375;410;28691;118;75;28841;106;85;30901;118;88;30901;68;34196;58;34222;35
5821769;5975375;390;27279;113;72;27513;111;90;32652;123;96;31511;66;33466;56;33493;33
5821770;5975375;383;26835;111;70;26932;110;88;32185;123;91;31780;65;33415;55;33441;33
5821771;5975375;378;26459;111;70;26932;106;84;31851;117;87;31500;65;33729;55;33755;33
5821772;5975375;382;26755;111;70;27028;114;87;32105;120;90;31753;65;34161;55;34187;33
5821773;5975375;412;28812;119;75;29239;135;115;33007;138;118;33007;65;32372;58;32398;34
5821788;5975375;428;29940;123;78;29881;127;117;29544;135;120;29489;63;30521;56;30558;33
5821789;5975375;-1;-1;124;78;30080;-1;-1;-1;-1;-1;-1;54;26340;48;26377;27
5821790;5975375;358;25086;105;66;25196;84;73;26120;92;72;25598;54;26325;48;26363;27
5821791;5975375;356;24921;105;66;25196;80;71;25955;89;70;25433;54;26362;48;26399;27
5821792;5975375;361;25254;104;66;25069;72;58;24338;69;53;24338;52;25020;47;25057;26
5821793;5975375;355;24850;103;65;24579;63;52;23934;60;47;23934;51;24567;46;24604;25
5821794;5975375;349;24400;102;65;24496;60;46;23484;59;42;23467;50;24288;45;24325;25
5821795;5975375;348;24360;103;65;24523;61;49;23686;60;44;23686;50;24177;45;24214;25
5821796;5975375;344;24114;101;64;24019;61;47;23096;60;42;23096;50;23764;45;23801;24
5821797;5975375;348;24335;-1;-1;-1;63;52;23404;60;47;23404;49;23885;44;23922;24
5821798;5975375;350;24488;-1;-1;-1;67;54;23556;64;49;23556;50;23626;44;23663;24
5821799;5975375;353;24692;105;66;24859;85;72;24316;92;73;25137;54;26365;48;26402;27
5821800;5975375;353;24724;105;66;24859;85;73;24347;92;73;25168;54;26170;48;26208;27
5821801;5975375;358;25050;110;69;25847;88;78;24673;92;78;25494;55;27130;50;27167;28
5821802;5975375;370;25900;110;69;25847;100;79;26110;100;88;26219;55;27078;50;27115;28
