,Kohdetyyppi.Erillistalo,Kohdetyyppi.Kerrostalo,Kohdetyyppi.Luhtitalo,Kohdetyyppi.Omakotitalo,Kohdetyyppi.Paritalo,Kohdetyyppi.Pienkerrostalo,Kohdetyyppi.Puutalo,Kohdetyyppi.Rivitalo,pn.100,pn.120,pn.130,pn.140,pn.150,pn.160,pn.170,pn.180,pn.190,pn.200,pn.210,pn.220,pn.230,pn.240,pn.250,pn.260,pn.270,pn.280,pn.290,pn.300,pn.310,pn.320,pn.330,pn.340,pn.350,pn.360,pn.370,pn.380,pn.390,pn.400,pn.410,pn.420,pn.430,pn.440,pn.500,pn.510,pn.520,pn.530,pn.540,pn.550,pn.560,pn.570,pn.580,pn.590,pn.600,pn.610,pn.620,pn.630,pn.640,pn.650,pn.660,pn.670,pn.680,pn.690,pn.700,pn.710,pn.720,pn.730,pn.740,pn.750,pn.760,pn.770,pn.780,pn.790,pn.800,pn.810,pn.820,pn.830,pn.840,pn.850,pn.870,pn.880,pn.890,pn.900,pn.910,pn.920,pn.930,pn.940,pn.950,pn.960,pn.970,pn.980,pn.990,pn.1200,pn.1230,pn.1260,pn.1280,pn.1300,pn.1340,pn.1350,pn.1360,pn.1370,pn.1380,pn.1390,pn.1400,pn.1420,pn.1450,pn.1480,pn.1490,pn.1510,pn.1520,pn.1600,pn.1610,pn.1620,pn.1630,pn.1640,pn.1650,pn.1660,pn.1670,pn.1680,pn.1690,pn.1700,pn.1710,pn.1720,pn.1730,pn.1740,pn.1750,pn.1760,pn.2100,pn.2110,pn.2120,pn.2130,pn.2140,pn.2150,pn.2160,pn.2170,pn.2180,pn.2200,pn.2210,pn.2230,pn.2240,pn.2250,pn.2260,pn.2270,pn.2280,pn.2300,pn.2320,pn.2330,pn.2340,pn.2360,pn.2380,pn.2600,pn.2610,pn.2620,pn.2630,pn.2650,pn.2660,pn.2680,pn.2710,pn.2720,pn.2730,pn.2740,pn.2750,pn.2760,pn.2770,pn.2780,pn.2810,pn.2820,pn.2860,pn.2920,pn.2940,pn.2970,pn.2980,asuinala,rak_ika,huone_lkm,kerros,kerros_yht,uudiskohde,kunto,ek_indeksi,Tontin_omistajuus.Oma,Tontin_omistajuus.Valinnainen_vuokratontti,Tontin_omistajuus.Vuokra,tonttiala,Myyntiaika_pv,vastike,hoitovastike_per_nelio,hissi,vuokrattu,sauna,parveke,muu_ala,travel_times_to_5975375_walk_t,travel_times_to_5975375_pt_r_tt,travel_times_to_5975375_car_r_t,travel_times_to_5975375_walk_d,HubName.juna,HubName.metro,dist_metro_train,dist_shore,raklkm_as,raklkm_muu,aluetehok
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.0,32,3,,3,0,0,1980.0,0,0,1,1.0,,500.0,7.142857142857143,0,0,0,,,202,30,41,14139,0,1,161.20517241729397,2360.262207001341,8,3,0.334901358421735
